imdb_id,title,content_type,year,decade,era,is_recent,imdb_rating,votes,vote_weighted_score,popularity_tier,runtime_min,runtime_category,genres,genre_primary,certificate,plot,rank,platform,source
KGL_tm319882,Hampstead,movie,2017,2010s,2015–2019,0,6.0,6449,22.857,High,102.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts21740,Black Butler,tv_show,2008,2000s,2000s,0,8.2,1877,26.844,Medium,25.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts55966,LEGO Friends: The Power of Friendship,tv_show,2016,2010s,2015–2019,0,6.7,54,11.66,Low,23.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_ts82559,Amazing Interiors,tv_show,2018,2010s,2015–2019,1,6.6,802,19.171,Low,26.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm235979,My Friend Pinto,movie,2011,2010s,2010–2014,0,5.3,392,13.75,Low,115.0,Long (1.5–2h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_ts88234,Man Like Mobeen,tv_show,2017,2010s,2015–2019,0,8.0,2737,27.499,Medium,22.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts81064,Legacies,tv_show,2018,2010s,2015–2019,1,7.2,30634,32.301,High,41.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_ts84243,Baby,tv_show,2018,2010s,2015–2019,1,6.8,11202,27.535,High,45.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm192405,Gattaca,movie,1997,1990s,1990s,0,7.8,300701,42.729,High,106.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts80411,Lawless Lawyer,tv_show,2018,2010s,2015–2019,1,7.6,1785,24.714,Medium,64.0,Standard (1–1.5h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm140653,Look for a Star,movie,2009,2000s,2000s,0,5.6,719,16.001,Low,117.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts288536,The Great British Baking Show,tv_show,2010,2010s,2010–2014,0,8.6,9856,34.346,High,57.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm149578,Mission Blue,movie,2014,2010s,2010–2014,0,7.9,1991,26.064,Medium,94.0,Long (1.5–2h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_tm38454,Jeff Dunham's Very Special Christmas Special,movie,2008,2000s,2000s,0,7.4,3042,25.776,Medium,85.0,Standard (1–1.5h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts255823,The House Arrest of Us,tv_show,2020,2020s,2020s,1,5.5,116,11.375,Low,26.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts37866,Call My Agent!,tv_show,2015,2010s,2015–2019,0,8.3,14061,34.429,High,55.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm447520,Sebastian Maniscalco: Stay Hungry,movie,2019,2010s,2015–2019,1,7.0,1324,21.856,Medium,65.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm22327,Full Metal Jacket,movie,1987,1980s,Pre-1990,0,8.3,729274,48.662,High,117.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts277084,Man vs. Bee,tv_show,2022,2020s,2020s,1,6.8,22287,29.567,High,11.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm946801,Just Another Christmas,movie,2020,2020s,2020s,1,6.7,4506,24.481,Medium,101.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm998188,More the Merrier,movie,2021,2020s,2020s,1,5.4,3302,19.002,Medium,112.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm922429,The Block Island Sound,movie,2021,2020s,2020s,1,5.3,7778,20.622,High,98.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm351181,Turkish Dance School,movie,2017,2010s,2015–2019,0,5.6,2202,18.721,Medium,106.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm830151,One Day We'll Talk About Today,movie,2020,2020s,2020s,1,7.4,1155,22.666,Medium,121.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm321596,The Long Dumb Road,movie,2018,2010s,2015–2019,1,6.1,3220,21.399,Medium,90.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts314164,Tomorrow,tv_show,2022,2020s,2020s,1,7.7,8564,30.282,High,61.0,Standard (1–1.5h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_ts329711,"Love, Life & Everything in Between",tv_show,2022,2020s,2020s,1,5.6,94,11.075,Low,27.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_ts296179,The War Next-door,tv_show,2021,2020s,2020s,1,5.7,444,15.096,Low,33.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm440208,Hadithi za Kumekucha: Fatuma,movie,2018,2010s,2015–2019,1,7.7,13,8.825,Low,85.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm7951,Tim Allen: Rewires America,movie,1991,1990s,1990s,0,6.0,198,13.793,Low,30.0,Short (<1h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_tm149038,Bill Burr: I'm Sorry You Feel That Way,movie,2014,2010s,2010–2014,0,8.3,8084,32.434,High,80.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm448122,Taylor Swift: Reputation Stadium Tour,movie,2018,2010s,2015–2019,1,8.3,5435,31.003,Medium,125.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm975741,Octonauts: The Ring of Fire,movie,2021,2020s,2020s,1,6.4,137,13.695,Low,72.0,Standard (1–1.5h),Unknown,Unknown,G,,,Netflix,kaggle
KGL_tm1047503,Trees of Peace,movie,2021,2020s,2020s,1,6.4,1104,19.478,Medium,97.0,Long (1.5–2h),Unknown,Unknown,NC-17,,,Netflix,kaggle
KGL_tm234735,Time Out,movie,2015,2010s,2015–2019,0,6.0,414,15.708,Low,98.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1160484,Donkeyhead,movie,2022,2020s,2020s,1,6.1,263,14.772,Low,106.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1212673,Joel Kim Booster: Psychosexual,movie,2022,2020s,2020s,1,5.5,284,13.502,Low,67.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts43209,The Cuba Libre Story,tv_show,2015,2010s,2015–2019,0,7.6,1649,24.453,Medium,45.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm678022,The Prom,movie,2020,2020s,2020s,1,5.9,26197,26.068,High,130.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts33338,Top Boy,tv_show,2011,2010s,2010–2014,0,8.4,24165,36.819,High,48.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm361998,The Wolf's Call,movie,2019,2010s,2015–2019,1,6.9,17468,29.272,High,115.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts3666,Den-noh Coil,tv_show,2007,2000s,2000s,0,7.8,881,22.975,Low,25.0,Short (<1h),Unknown,Unknown,TV-Y7,,,Netflix,kaggle
KGL_ts38761,Another Miss Oh,tv_show,2016,2010s,2015–2019,0,7.8,1866,25.515,Medium,69.0,Standard (1–1.5h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm1002815,Nightbooks,movie,2021,2020s,2020s,1,5.7,8573,22.419,High,103.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts321277,Daniel Sloss: Live Shows,tv_show,2018,2010s,2015–2019,1,8.5,3443,30.065,Medium,60.0,Standard (1–1.5h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts43341,Atelier,tv_show,2015,2010s,2015–2019,0,6.3,7,5.689,Low,69.0,Standard (1–1.5h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm1022103,Outlaws,movie,2021,2020s,2020s,1,6.9,3985,24.844,Medium,125.0,Epic (2h+),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm140877,The Imitation Game,movie,2014,2010s,2010–2014,0,8.0,756254,47.029,High,113.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm478701,Lara and the Beat,movie,2018,2010s,2015–2019,1,5.8,149,12.621,Low,137.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm172211,Question Mark,movie,2011,2010s,2010–2014,0,7.0,259,16.905,Low,102.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm65765,6 Bullets,movie,2012,2010s,2010–2014,0,6.0,14988,25.055,High,115.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm321149,Fishtronaut: The Movie,movie,2018,2010s,2015–2019,1,7.5,73,14.019,Low,88.0,Standard (1–1.5h),Unknown,Unknown,G,,,Netflix,kaggle
KGL_ts158608,The Ultimate Braai Master,tv_show,2012,2010s,2010–2014,0,8.1,36,12.702,Low,45.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_tm368241,Duck Butter,movie,2018,2010s,2015–2019,1,5.2,3978,18.719,Medium,94.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts79695,Sintonia,tv_show,2019,2010s,2015–2019,1,6.6,1172,20.257,Medium,44.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,movie,2018,2010s,2015–2019,1,7.1,2616,24.266,Medium,74.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1094217,Chickenhare and the Hamster of Darkness,movie,2022,2020s,2020s,1,6.3,1303,19.626,Medium,91.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm140911,Imperial Dreams,movie,2014,2010s,2010–2014,0,6.7,4509,24.483,Medium,87.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts222333,Arcane,tv_show,2021,2020s,2020s,1,9.0,186899,47.444,High,41.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",movie,2017,2010s,2015–2019,0,6.8,2126,22.629,Medium,54.0,Short (<1h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm960145,Spoiled Brats,movie,2021,2020s,2020s,1,6.1,5688,22.906,Medium,95.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm840242,Arsenio Hall: Smart and Classy,movie,2019,2010s,2015–2019,1,6.0,460,15.982,Low,63.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm834715,Single Slipper Size - 7,movie,2019,2010s,2015–2019,1,8.4,3143,29.379,Medium,120.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm452867,Jo Pil-ho: The Dawning Rage,movie,2019,2010s,2015–2019,1,6.3,2193,21.05,Medium,127.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm137013,The Ryan White Story,movie,1989,1980s,Pre-1990,0,7.2,863,21.143,Low,102.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm16479,White Christmas,movie,1954,1950s,Pre-1990,0,7.5,42488,34.712,High,115.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm324588,Rory Scovel Tries Stand-Up for the First Time,movie,2017,2010s,2015–2019,0,6.7,831,19.565,Low,66.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm887369,Jerry Seinfeld: 23 Hours to Kill,movie,2020,2020s,2020s,1,6.7,5128,24.857,Medium,60.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm159593,No One Killed Jessica,movie,2011,2010s,2010–2014,0,7.2,11783,29.313,High,136.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm919903,Tragic Jungle,movie,2020,2020s,2020s,1,5.6,937,16.644,Low,96.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts292696,Intimacy,tv_show,2022,2020s,2020s,1,6.8,1674,21.923,Medium,48.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm143642,Who Am I,movie,2014,2010s,2010–2014,0,7.5,55044,35.555,High,105.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1065788,Last Summer,movie,2021,2020s,2020s,1,6.3,2878,21.793,Medium,101.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts226602,How to Fix a Drug Scandal,tv_show,2020,2020s,2020s,1,7.0,3298,24.629,Medium,53.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm243931,The Beginning of Life,movie,2016,2010s,2015–2019,0,7.5,940,22.302,Medium,98.0,Long (1.5–2h),Unknown,Unknown,G,,,Netflix,kaggle
KGL_tm446558,Hedefim Sensin,movie,2018,2010s,2015–2019,1,6.2,4459,22.626,Medium,105.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1106044,100 días con la Tata,movie,2021,2020s,2020s,1,7.9,299,19.569,Low,82.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1130275,Mo Amer: Mohammed in Texas,movie,2021,2020s,2020s,1,6.5,652,18.297,Low,64.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm610571,Diamonds in the Sky,movie,2014,2010s,2010–2014,0,7.4,10,7.706,Low,132.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm432313,Manu,movie,2018,2010s,2015–2019,1,7.6,1081,23.06,Medium,182.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm408871,Jefe,movie,2018,2010s,2015–2019,1,5.4,1102,16.43,Medium,89.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm501313,Gunpowder Milkshake,movie,2021,2020s,2020s,1,6.0,42709,27.783,High,114.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm244923,My Mother's Wound,movie,2016,2010s,2015–2019,0,7.3,3692,26.042,Medium,120.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts38090,Versailles,tv_show,2015,2010s,2015–2019,0,7.9,16505,33.319,High,54.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm285171,Clinical,movie,2017,2010s,2015–2019,0,5.1,8030,19.914,High,104.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm244403,ARQ,movie,2016,2010s,2015–2019,0,6.3,39108,28.931,High,88.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts82192,Samantha!,tv_show,2018,2010s,2015–2019,1,6.5,517,17.643,Low,28.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm351505,The Reservoir Game,movie,2017,2010s,2015–2019,0,6.0,35,9.338,Low,100.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts296153,Ashley Garcia: Genius in Love,tv_show,2020,2020s,2020s,1,6.7,1211,20.659,Medium,29.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_ts285469,Headspace Guide to Sleep,tv_show,2021,2020s,2020s,1,6.8,466,18.151,Low,19.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_tm320211,Children of God,movie,1994,1990s,1990s,0,6.3,612,17.561,Low,63.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm89677,The Terminal,movie,2004,2000s,2000s,0,7.4,441752,41.774,High,128.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm285356,First They Killed My Father,movie,2017,2010s,2015–2019,0,7.2,17871,30.616,High,136.0,Epic (2h+),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts33349,Robocar Poli,tv_show,2011,2010s,2010–2014,0,6.0,126,12.623,Low,14.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm300280,Rumble: The Indians Who Rocked the World,movie,2017,2010s,2015–2019,0,7.7,830,22.481,Low,103.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts246178,Eden,tv_show,2021,2020s,2020s,1,6.6,1159,20.225,Medium,25.0,Short (<1h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_ts300456,My Unorthodox Life,tv_show,2021,2020s,2020s,1,5.5,1207,16.951,Medium,40.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm873159,The Yin-Yang Master: Dream of Eternity,movie,2020,2020s,2020s,1,6.4,4751,23.532,Medium,132.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_ts223240,Itaewon Class,tv_show,2020,2020s,2020s,1,8.2,12780,33.674,High,70.0,Standard (1–1.5h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts232506,50M2,tv_show,2021,2020s,2020s,1,6.9,5645,25.887,Medium,49.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm1092892,Found,movie,2021,2020s,2020s,1,7.5,1198,23.091,Medium,97.0,Long (1.5–2h),Unknown,Unknown,PG,,,Netflix,kaggle
KGL_ts36630,Dinotrux,tv_show,2015,2010s,2015–2019,0,6.7,465,17.878,Low,23.0,Short (<1h),Unknown,Unknown,TV-Y7,,,Netflix,kaggle
KGL_ts93981,Monarca,tv_show,2019,2010s,2015–2019,1,7.8,3264,27.408,Medium,44.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_ts235563,Daughter from Another Mother,tv_show,2021,2020s,2020s,1,7.2,1812,23.46,Medium,38.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm245937,Win It All,movie,2017,2010s,2015–2019,0,6.2,9309,24.607,High,88.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts296129,Elite Short Stories: Guzmán Caye Rebe,tv_show,2021,2020s,2020s,1,7.4,2319,24.905,Medium,12.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm165593,Rumor Has It...,movie,2005,2000s,2000s,0,5.5,58247,26.209,High,97.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm145791,Miss Granny,movie,2014,2010s,2010–2014,0,7.2,3508,25.525,Medium,124.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm471878,Fatima,movie,2020,2020s,2020s,1,6.5,3232,22.812,Medium,113.0,Long (1.5–2h),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm369389,The Silence of Others,movie,2019,2010s,2015–2019,1,8.0,2096,26.573,Medium,95.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm449070,Black Mirror: Bandersnatch,movie,2018,2010s,2015–2019,1,7.1,125229,36.194,High,90.0,Standard (1–1.5h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm812916,The Stronghold,movie,2020,2020s,2020s,1,6.9,10013,27.604,High,105.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts32060,Sam & Cat,tv_show,2013,2010s,2010–2014,0,5.6,9744,22.337,High,24.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_tm300713,High & Low The Movie,movie,2016,2010s,2015–2019,0,6.4,583,17.705,Low,129.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm363248,A Futile and Stupid Gesture,movie,2018,2010s,2015–2019,1,6.7,16158,28.196,High,101.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm1144897,My Father's Violin,movie,2022,2020s,2020s,1,6.4,3216,22.448,Medium,112.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts61384,My Love: Six Stories of True Love,tv_show,2021,2020s,2020s,1,7.5,291,18.49,Low,70.0,Standard (1–1.5h),Unknown,Unknown,TV-PG,,,Netflix,kaggle
KGL_ts283676,Last Chance U: Basketball,tv_show,2021,2020s,2020s,1,8.3,2531,28.249,Medium,57.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm10739,Johnny Mnemonic,movie,1995,1990s,1990s,0,5.6,71563,27.186,High,97.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts18010,Bloodline,tv_show,2015,2010s,2015–2019,0,7.9,51422,37.218,High,57.0,Short (<1h),Unknown,Unknown,TV-MA,,,Netflix,kaggle
KGL_tm182322,Kai Po Che!,movie,2013,2010s,2010–2014,0,7.7,36784,35.156,High,126.0,Epic (2h+),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts35554,Scream: The TV Series,tv_show,2015,2010s,2015–2019,0,7.1,40676,32.726,High,43.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm196125,"Hello, My Name Is Doris",movie,2015,2010s,2015–2019,0,6.6,21105,28.541,High,95.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm1047190,The Phantom,movie,2021,2020s,2020s,1,6.5,759,18.725,Low,81.0,Standard (1–1.5h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm426983,Joy,movie,2018,2010s,2015–2019,1,6.6,1304,20.563,Medium,99.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_ts76771,Stretch Armstrong & the Flex Fighters,tv_show,2017,2010s,2015–2019,0,6.1,318,15.273,Low,23.0,Short (<1h),Unknown,Unknown,TV-G,,,Netflix,kaggle
KGL_ts76509,Beyond Stranger Things,tv_show,2017,2010s,2015–2019,0,7.4,1883,24.236,Medium,21.0,Short (<1h),Unknown,Unknown,TV-14,,,Netflix,kaggle
KGL_tm1001108,Biggie: I Got a Story to Tell,movie,2021,2020s,2020s,1,6.8,5028,25.17,Medium,97.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm423666,The Wandering Earth,movie,2019,2010s,2015–2019,1,5.9,30297,26.44,High,126.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm366889,Vice,movie,2018,2010s,2015–2019,1,7.2,139439,37.04,High,132.0,Epic (2h+),Unknown,Unknown,R,,,Netflix,kaggle
KGL_ts54117,Luna Petunia,tv_show,2016,2010s,2015–2019,0,6.3,57,11.11,Low,24.0,Short (<1h),Unknown,Unknown,TV-Y,,,Netflix,kaggle
KGL_tm1011188,Meskina,movie,2021,2020s,2020s,1,5.6,913,16.581,Low,98.0,Long (1.5–2h),Unknown,Unknown,nan,,,Netflix,kaggle
KGL_tm78592,Michael Clayton,movie,2007,2000s,2000s,0,7.2,165109,37.568,High,114.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
KGL_tm82718,G.O.R.A.,movie,2004,2000s,2000s,0,8.0,62386,38.361,High,127.0,Epic (2h+),Unknown,Unknown,PG-13,,,Netflix,kaggle
KGL_tm90864,Due Date,movie,2010,2010s,2010–2014,0,6.5,341390,35.966,High,95.0,Long (1.5–2h),Unknown,Unknown,R,,,Netflix,kaggle
